ensembl_gene_id,ppaniscus_homolog_ensembl_gene,ptroglodytes_homolog_ensembl_gene,ggallus_homolog_ensembl_gene,mmusculus_homolog_ensembl_gene,ggorilla_homolog_ensembl_gene,mdomestica_homolog_ensembl_gene,pabelii_homolog_ensembl_gene,oanatinus_homolog_ensembl_gene,mmulatta_homolog_ensembl_gene
ENSG00000158816,ENSPPAG00000039429,ENSPTRG00000000286,ENSGALG00000010242,ENSMUSG00000028753,ENSGGOG00000016614,ENSMODG00000015930,ENSPPYG00000010627,ENSOANG00000015183,ENSMMUG00000006022
ENSG00000158828,ENSPPAG00000030106,ENSPTRG00000000291,ENSGALG00000037593,ENSMUSG00000028756,ENSGGOG00000014568,ENSMODG00000015961,ENSPPYG00000001769,ENSOANG00000010400,ENSMMUG00000008835
ENSG00000159023,ENSPPAG00000038163,ENSPTRG00000000442,ENSGALG00000001329,ENSMUSG00000028906,ENSGGOG00000004272,ENSMODG00000011038,ENSPPYG00000001631,ENSOANG00000003830,ENSMMUG00000011377
ENSG00000159363,ENSPPAG00000035775,ENSPTRG00000000241,ENSGALG00000003774,ENSMUSG00000036622,ENSGGOG00000016250,ENSMODG00000002793,ENSPPYG00000001813,ENSOANG00000003919,ENSMMUG00000001610
ENSG00000159423,ENSPPAG00000009277,ENSPTRG00000000255,ENSGALG00000042184,ENSMUSG00000028737,ENSGGOG00000005534,ENSMODG00000020887,ENSPPYG00000001799,ENSOANG00000001073,ENSMMUG00000004751
ENSG00000162511,ENSPPAG00000030829,ENSPTRG00000000450,ENSGALG00000038636,ENSMUSG00000028581,ENSGGOG00000017026,ENSMODG00000017054,ENSPPYG00000001624,ENSOANG00000012233,ENSMMUG00000008744
ENSG00000162542,ENSPPAG00000031534,ENSPTRG00000000272,ENSGALG00000004081,ENSMUSG00000041143,ENSGGOG00000005281,ENSMODG00000015900,ENSPPYG00000001784,ENSOANG00000015339,ENSMMUG00000002492
ENSG00000169403,ENSPPAG00000024566,ENSPTRG00000000424,ENSGALG00000000783,ENSMUSG00000056529,ENSGGOG00000014295,ENSMODG00000023875,ENSPPYG00000001647,ENSOANG00000013500,ENSMMUG00000011681
ENSG00000169504,ENSPPAG00000035372,ENSPTRG00000000350,ENSGALG00000001262,ENSMUSG00000037242,ENSGGOG00000005586,ENSMODG00000013939,ENSPPYG00000001715,ENSOANG00000009830,ENSMMUG00000002416
ENSG00000169641,ENSPPAG00000041932,ENSPTRG00000000322,ENSGALG00000025858,ENSMUSG00000001089,ENSGGOG00000012024,ENSMODG00000016143,ENSPPYG00000001746,ENSOANG00000004001,ENSMMUG00000045584
ENSG00000175087,ENSPPAG00000019009,ENSPTRG00000000374,ENSGALG00000001463,ENSMUSG00000050890,ENSGGOG00000003927,ENSMODG00000014101,ENSPPYG00000001695,ENSOANG00000014896,ENSMMUG00000016874
ENSG00000175793,ENSPPAG00000013397,ENSPTRG00000030723,ENSGALG00000028115,ENSMUSG00000047281,ENSGGOG00000011493,ENSMODG00000023920,ENSPPYG00000001677,ENSOANG00000006084,ENSMMUG00000013855
ENSG00000176092,ENSPPAG00000021426,ENSPTRG00000000382,ENSGALG00000031183,ENSMUSG00000012123,ENSGGOG00000007699,ENSMODG00000014231,ENSPPYG00000001686,ENSOANG00000009482,ENSMMUG00000010241
ENSG00000179051,ENSPPAG00000009459,ENSPTRG00000000247,ENSGALG00000031684,ENSMUSG00000040945,ENSGGOG00000015263,ENSMODG00000002653,ENSPPYG00000025834,ENSOANG00000006938,ENSMMUG00000047630
ENSG00000179546,ENSPPAG00000015499,ENSPTRG00000000323,ENSGALG00000000820,ENSMUSG00000070687,ENSGGOG00000002214,ENSMODG00000023967,ENSPPYG00000001745,ENSOANG00000008954,ENSMMUG00000032222
ENSG00000184677,ENSPPAG00000034112,ENSPTRG00000000315,ENSGALG00000004781,ENSMUSG00000060862,ENSGGOG00000010010,ENSMODG00000016092,ENSPPYG00000001752,ENSOANG00000014447,ENSMMUG00000018618
ENSG00000185436,ENSPPAG00000039009,ENSPTRG00000000343,ENSGALG00000004231,ENSMUSG00000062157,ENSGGOG00000004445,ENSMODG00000013053,ENSPPYG00000001722,ENSOANG00000002208,ENSMMUG00000023057
ENSG00000188822,ENSPPAG00000013056,ENSPTRG00000024370,ENSGALG00000004120,ENSMUSG00000062585,ENSGGOG00000022619,ENSMODG00000023904,ENSPPYG00000001729,ENSOANG00000006844,ENSMMUG00000004217
ENSG00000198492,ENSPPAG00000032722,ENSPTRG00000000439,ENSGALG00000034831,ENSMUSG00000040025,ENSGGOG00000024069,ENSMODG00000010973,ENSPPYG00000001634,ENSOANG00000006124,ENSMMUG00000011391
ENSG00000204178,ENSPPAG00000042632,ENSPTRG00000029594,ENSGALG00000001067,ENSMUSG00000028826,ENSGGOG00000007844,ENSMODG00000013985,ENSPPYG00000001709,ENSOANG00000000420,ENSMMUG00000018014
ENSG00000204219,ENSPPAG00000043969,ENSPTRG00000023819,ENSGALG00000038170,ENSMUSG00000001604,ENSGGOG00000001152,ENSMODG00000016146,ENSPPYG00000001741,ENSOANG00000014624,ENSMMUG00000010977
ENSG00000244038,ENSPPAG00000038676,ENSPTRG00000033766,ENSGALG00000010073,ENSMUSG00000028757,ENSGGOG00000014576,ENSMODG00000015962,ENSPPYG00000001768,ENSOANG00000010401,ENSMMUG00000008836
ENSG00000004455,ENSPPAG00000038914,ENSPTRG00000000499,ENSGALG00000003597,ENSMUSG00000028792,ENSGGOG00000000069,ENSMODG00000017363,ENSPPYG00000001579,ENSOANG00000005875,ENSMMUG00000006284
ENSG00000010803,ENSPPAG00000042517,ENSPTRG00000000601,ENSGALG00000000672,ENSMUSG00000000085,ENSGGOG00000017190,ENSMODG00000017337,ENSPPYG00000001478,ENSOANG00000002846,ENSMMUG00000017104
ENSG00000020129,ENSPPAG00000040334,ENSPTRG00000000522,ENSGALG00000002408,ENSMUSG00000028833,ENSGGOG00000009754,ENSMODG00000017906,ENSPPYG00000001557,ENSOANG00000013428,ENSMMUG00000019812
ENSG00000025800,ENSPPAG00000017972,ENSPTRG00000000471,ENSGALG00000003383,ENSMUSG00000003731,ENSGGOG00000004016,ENSMODG00000017528,ENSPPYG00000001603,ENSOANG00000003840,ENSMMUG00000044787
ENSG00000043514,ENSPPAG00000023930,ENSPTRG00000000579,ENSGALG00000003851,ENSMUSG00000028653,ENSGGOG00000010070,ENSMODG00000017650,ENSPPYG00000001499,ENSOANG00000002779,ENSMMUG00000016220
ENSG00000049089,ENSPPAG00000042613,ENSPTRG00000044977,ENSGALG00000027526,ENSMUSG00000028626,ENSGGOG00000002596,ENSMODG00000017617,ENSPPYG00000001491,ENSOANG00000012370,ENSMMUG00000018664
ENSG00000054116,ENSPPAG00000041117,ENSPTRG00000000533,ENSGALG00000002284,ENSMUSG00000028847,ENSGGOG00000004752,ENSMODG00000017848,ENSPPYG00000001546,ENSOANG00000002072,ENSMMUG00000022499
ENSG00000066136,ENSPPAG00000032067,ENSPTRG00000000596,ENSGALG00000003189,ENSMUSG00000032897,ENSGGOG00000007360,ENSMODG00000017585,ENSPPYG00000001483,ENSOANG00000012367,ENSMMUG00000014970
ENSG00000066185,ENSPPAG00000036047,ENSPTRG00000000608,ENSGALG00000033138,ENSMUSG00000070806,ENSGGOG00000004654,ENSMODG00000017311,ENSPPYG00000001470,ENSOANG00000009725,ENSMMUG00000001034
ENSG00000066322,ENSPPAG00000042208,ENSPTRG00000000635,ENSGALG00000009988,ENSMUSG00000006390,ENSGGOG00000010431,ENSMODG00000011324,ENSPPYG00000001447,ENSOANG00000008214,ENSMMUG00000003152
ENSG00000070759,ENSPPAG00000030720,ENSPTRG00000000673,ENSGALG00000010230,ENSMUSG00000033985,ENSGGOG00000003296,ENSMODG00000002412,ENSPPYG00000001413,ENSOANG00000011796,ENSMMUG00000020083
ENSG00000079277,ENSPPAG00000000987,ENSPTRG00000046874,ENSGALG00000010440,ENSMUSG00000028708,ENSGGOG00000012084,ENSMODG00000001951,ENSPPYG00000001392,ENSOANG00000029036,ENSMMUG00000020162
ENSG00000084072,ENSPPAG00000042403,ENSPTRG00000000577,ENSGALG00000013383,ENSMUSG00000028651,ENSGGOG00000015783,ENSMODG00000017659,ENSPPYG00000001501,ENSOANG00000010003,ENSMMUG00000018869
ENSG00000084623,ENSPPAG00000030615,ENSPTRG00000000476,ENSGALG00000003337,ENSMUSG00000028798,ENSGGOG00000001579,ENSMODG00000017481,ENSPPYG00000001598,ENSOANG00000001198,ENSMMUG00000006119
ENSG00000084652,ENSPPAG00000003695,ENSPTRG00000000472,ENSGALG00000003246,ENSMUSG00000053841,ENSGGOG00000001571,ENSMODG00000017491,ENSPPYG00000001602,ENSOANG00000003837,ENSMMUG00000015580
ENSG00000085998,ENSPPAG00000030808,ENSPTRG00000000687,ENSGALG00000010351,ENSMUSG00000028700,ENSGGOG00000002359,ENSMODG00000002106,ENSPPYG00000001400,ENSOANG00000004362,ENSMMUG00000015078
ENSG00000092847,ENSPPAG00000034838,ENSPTRG00000000528,ENSGALG00000002249,ENSMUSG00000041530,ENSGGOG00000003316,ENSMODG00000023335,ENSPPYG00000001551,ENSOANG00000002080,ENSMMUG00000006251
ENSG00000092850,ENSPPAG00000032256,ENSPTRG00000024371,ENSGALG00000002319,ENSMUSG00000028845,ENSGGOG00000003766,ENSMODG00000017883,ENSPPYG00000001549,ENSOANG00000002075,ENSMMUG00000012028
ENSG00000092853,ENSPPAG00000029163,ENSPTRG00000000526,ENSGALG00000002346,ENSMUSG00000042489,ENSGGOG00000005981,ENSMODG00000017895,ENSPPYG00000001553,ENSOANG00000002084,ENSMMUG00000010961
ENSG00000116525,ENSPPAG00000027972,ENSPTRG00000000502,ENSGALG00000028437,ENSMUSG00000041000,ENSGGOG00000013967,ENSMODG00000017094,ENSPPYG00000001576,ENSOANG00000000397,ENSMMUG00000015097
ENSG00000116560,ENSPPAG00000030078,ENSPTRG00000000518,ENSGALG00000002514,ENSMUSG00000028820,ENSGGOG00000026354,ENSMODG00000017937,ENSPPYG00000001560,ENSOANG00000008789,ENSMMUG00000019154
ENSG00000116819,ENSPPAG00000039587,ENSPTRG00000000523,ENSGALG00000039497,ENSMUSG00000042477,ENSGGOG00000009762,ENSMODG00000017904,ENSPPYG00000001556,ENSOANG00000013427,ENSMMUG00000019815
ENSG00000116863,ENSPPAG00000041931,ENSPTRG00000000531,ENSGALG00000002304,ENSMUSG00000042558,ENSGGOG00000003770,ENSMODG00000017880,ENSPPYG00000001548,ENSOANG00000002073,ENSMMUG00000043260
ENSG00000116885,ENSPPAG00000032111,ENSPTRG00000000540,ENSGALG00000002123,ENSMUSG00000042616,ENSGGOG00000007041,ENSMODG00000017817,ENSPPYG00000001538,ENSOANG00000002064,ENSMMUG00000020432
ENSG00000116922,ENSPPAG00000043440,ENSPTRG00000000551,ENSGALG00000045165,ENSMUSG00000044730,ENSGGOG00000007715,ENSMODG00000017765,ENSPPYG00000001527,ENSOANG00000002053,ENSMMUG00000044826
ENSG00000116954,ENSPPAG00000029918,ENSPTRG00000000564,ENSGALG00000033079,ENSMUSG00000028646,ENSGGOG00000013382,ENSMODG00000017710,ENSPPYG00000001516,ENSOANG00000002479,ENSMMUG00000023634
ENSG00000116981,ENSPPAG00000042148,ENSPTRG00000000575,ENSGALG00000003816,ENSMUSG00000054958,ENSGGOG00000008274,ENSMODG00000016509,ENSPPYG00000001504,ENSOANG00000012759,ENSMMUG00000040991
ENSG00000117000,ENSPPAG00000032318,ENSPTRG00000000585,ENSGALG00000000862,ENSMUSG00000049878,ENSGGOG00000015221,ENSMODG00000017631,ENSPPYG00000001494,ENSOANG00000001878,ENSMMUG00000032180
ENSG00000117013,ENSPPAG00000041138,ENSPTRG00000000597,ENSGALG00000038708,ENSMUSG00000028631,ENSGGOG00000007364,ENSMODG00000017582,ENSPPYG00000001482,ENSOANG00000011432,ENSMMUG00000019536
ENSG00000117016,ENSPPAG00000040113,ENSPTRG00000000594,ENSGALG00000003174,ENSMUSG00000032890,ENSGGOG00000009986,ENSMODG00000017587,ENSPPYG00000001485,ENSOANG00000021495,ENSMMUG00000039139
ENSG00000117385,ENSPPAG00000041313,ENSPTRG00000000617,ENSGALG00000004833,ENSMUSG00000028641,ENSGGOG00000005745,ENSMODG00000017171,ENSPPYG00000001464,ENSOANG00000009375,ENSMMUG00000022381
ENSG00000117394,ENSPPAG00000033788,ENSPTRG00000000623,ENSGALG00000004889,ENSMUSG00000028645,ENSGGOG00000025318,ENSMODG00000017148,ENSPPYG00000001458,ENSOANG00000009730,ENSMMUG00000000373
ENSG00000117395,ENSPPAG00000038260,ENSPTRG00000000625,ENSGALG00000009045,ENSMUSG00000028729,ENSGGOG00000008724,ENSMODG00000011412,ENSPPYG00000001456,ENSOANG00000001141,ENSMMUG00000002640
ENSG00000117399,ENSPPAG00000030310,ENSPTRG00000000634,ENSGALG00000009971,ENSMUSG00000006398,ENSGGOG00000010419,ENSMODG00000003080,ENSPPYG00000001448,ENSOANG00000008213,ENSMMUG00000003149
ENSG00000117410,ENSPPAG00000039738,ENSPTRG00000000648,ENSGALG00000010091,ENSMUSG00000033379,ENSGGOG00000003638,ENSMODG00000002974,ENSPPYG00000001438,ENSOANG00000009009,ENSMMUG00000015154
ENSG00000117411,ENSPPAG00000039923,ENSPTRG00000000649,ENSGALG00000010094,ENSMUSG00000028541,ENSGGOG00000003641,ENSMODG00000002949,ENSPPYG00000001437,ENSOANG00000013787,ENSMMUG00000015155
ENSG00000117472,ENSPPAG00000041180,ENSPTRG00000000686,ENSGALG00000010343,ENSMUSG00000028699,ENSGGOG00000025248,ENSMODG00000002113,ENSPPYG00000001401,ENSOANG00000028349,ENSMMUG00000016452
ENSG00000117480,ENSPPAG00000032528,ENSPTRG00000000693,ENSGALG00000010433,ENSMUSG00000034171,ENSGGOG00000014596,ENSMODG00000001986,ENSPPYG00000001395,ENSOANG00000021081,ENSMMUG00000002714
ENSG00000117481,ENSPPAG00000039566,ENSPTRG00000000692,ENSGALG00000010360,ENSMUSG00000028706,ENSGGOG00000012822,ENSMODG00000001996,ENSPPYG00000001396,ENSOANG00000007695,ENSMMUG00000002717
ENSG00000119535,ENSPPAG00000037401,ENSPTRG00000000542,ENSGALG00000002112,ENSMUSG00000028859,ENSGGOG00000013573,ENSMODG00000017810,ENSPPYG00000001536,ENSOANG00000002062,ENSMMUG00000020434
ENSG00000121775,ENSPPAG00000031146,ENSPTRG00000000470,ENSGALG00000003287,ENSMUSG00000053730,ENSGGOG00000008638,ENSMODG00000017545,ENSPPYG00000001604,ENSOANG00000003841,ENSMMUG00000015650
ENSG00000121904,ENSPPAG00000043765,ENSPTRG00000000507,ENSGALG00000030229,ENSMUSG00000028804,ENSGGOG00000017177,ENSMODG00000018179,ENSPPYG00000001570,ENSOANG00000003228,ENSMMUG00000002741
ENSG00000126070,ENSPPAG00000031959,ENSPTRG00000000529,ENSGALG00000043711,ENSMUSG00000028842,ENSGGOG00000036711,ENSMODG00000017869,ENSPPYG00000001550,ENSOANG00000002078,ENSMMUG00000006252
ENSG00000126106,ENSPPAG00000031119,ENSPTRG00000000657,ENSGALG00000010110,ENSMUSG00000048772,ENSGGOG00000000540,ENSMODG00000002648,ENSPPYG00000001429,ENSOANG00000003693,ENSMMUG00000014820
ENSG00000127125,ENSPPAG00000039580,ENSPTRG00000030660,ENSGALG00000004882,ENSMUSG00000028636,ENSGGOG00000026253,ENSMODG00000017309,ENSPPYG00000001469,ENSOANG00000009726,ENSMMUG00000013126
ENSG00000127603,ENSPPAG00000032133,ENSPTRG00000043118,ENSGALG00000003693,ENSMUSG00000028649,ENSGGOG00000022652,ENSMODG00000017689,ENSPPYG00000001509,ENSOANG00000010005,ENSMMUG00000009562
ENSG00000131238,ENSPPAG00000040559,ENSPTRG00000000584,ENSGALG00000003936,ENSMUSG00000028657,ENSGGOG00000025819,ENSMODG00000017638,ENSPPYG00000001495,ENSOANG00000008130,ENSMMUG00000009189
ENSG00000132128,ENSPPAG00000030986,ENSPTRG00000000690,ENSGALG00000010359,ENSMUSG00000028703,ENSGGOG00000010618,ENSMODG00000002018,ENSPPYG00000001397,ENSOANG00000011130,ENSMMUG00000032149
ENSG00000132768,ENSPPAG00000039724,ENSPTRG00000046825,ENSGALG00000010089,ENSMUSG00000028540,ENSGGOG00000025226,ENSMODG00000002987,ENSPPYG00000001439,ENSOANG00000030451,ENSMMUG00000015150
ENSG00000132781,ENSPPAG00000030220,ENSPTRG00000024019,ENSGALG00000010226,ENSMUSG00000028687,ENSGGOG00000003284,ENSMODG00000002459,ENSPPYG00000001415,ENSOANG00000014215,ENSMMUG00000020079
ENSG00000134684,ENSPPAG00000035791,ENSPTRG00000000491,ENSGALG00000003563,ENSMUSG00000028811,ENSGGOG00000014013,ENSMODG00000017404,ENSPPYG00000001585,ENSOANG00000011779,ENSMMUG00000019746
ENSG00000134686,ENSPPAG00000023196,ENSPTRG00000000505,ENSGALG00000039532,ENSMUSG00000028796,ENSGGOG00000003599,ENSMODG00000017114,ENSPPYG00000001573,ENSOANG00000006343,ENSMMUG00000003269
ENSG00000134697,ENSPPAG00000001559,ENSPTRG00000000549,ENSGALG00000001973,ENSMUSG00000028869,ENSGGOG00000007704,ENSMODG00000017773,ENSPPYG00000001529,ENSOANG00000002057,ENSMMUG00000008419
ENSG00000134698,ENSPPAG00000031752,ENSPTRG00000000527,ENSGALG00000039713,ENSMUSG00000042500,ENSGGOG00000036532,ENSMODG00000017888,ENSPPYG00000001552,ENSOANG00000002082,ENSMMUG00000003343
ENSG00000142698,ENSPPAG00000040160,ENSPTRG00000000512,ENSGALG00000045736,ENSMUSG00000028813,ENSGGOG00000002112,ENSMODG00000017969,ENSPPYG00000001569,ENSOANG00000003227,ENSMMUG00000000952
ENSG00000142910,ENSPPAG00000036194,ENSPTRG00000000461,ENSGALG00000017715,ENSMUSG00000028776,ENSGGOG00000015888,ENSMODG00000028729,ENSPPYG00000001613,ENSOANG00000012366,ENSMMUG00000022779
ENSG00000142920,ENSPPAG00000030323,ENSPTRG00000000501,ENSGALG00000003614,ENSMUSG00000028789,ENSGGOG00000014891,ENSMODG00000017357,ENSPPYG00000001578,ENSOANG00000004884,ENSMMUG00000006285
ENSG00000142945,ENSPPAG00000044120,ENSPTRG00000000658,ENSGALG00000010120,ENSMUSG00000028678,ENSGGOG00000034810,ENSMODG00000002620,ENSPPYG00000001427,ENSOANG00000004844,ENSMMUG00000021929
ENSG00000159592,ENSPPAG00000039296,ENSPTRG00000000680,ENSGALG00000010276,ENSMUSG00000034042,ENSGGOG00000000346,ENSMODG00000002239,ENSPPYG00000001407,ENSOANG00000011790,ENSMMUG00000001960
ENSG00000160050,ENSPPAG00000033019,ENSPTRG00000000473,ENSGALG00000003241,ENSMUSG00000028795,ENSGGOG00000001574,ENSMODG00000017487,ENSPPYG00000001601,ENSOANG00000003835,ENSMMUG00000015066
ENSG00000160055,ENSPPAG00000030239,ENSPTRG00000000475,ENSGALG00000037052,ENSMUSG00000028797,ENSGGOG00000044206,ENSMODG00000017483,ENSPPYG00000001599,ENSOANG00000009739,ENSMMUG00000008453
ENSG00000160058,ENSPPAG00000043872,ENSPTRG00000000484,ENSGALG00000003405,ENSMUSG00000040859,ENSGGOG00000013119,ENSMODG00000017430,ENSPPYG00000001592,ENSOANG00000001193,ENSMMUG00000001264
ENSG00000162517,ENSPPAG00000035001,ENSPTRG00000000463,ENSGALG00000040519,ENSMUSG00000028779,ENSGGOG00000015897,ENSMODG00000017573,ENSPPYG00000001611,ENSOANG00000012363,ENSMMUG00000023397
ENSG00000162522,ENSPPAG00000035244,ENSPTRG00000000490,ENSGALG00000003539,ENSMUSG00000050390,ENSGGOG00000014005,ENSMODG00000017408,ENSPPYG00000001586,ENSOANG00000020087,ENSMMUG00000019743
ENSG00000163873,ENSPPAG00000029669,ENSPTRG00000000543,ENSGALG00000002098,ENSMUSG00000001985,ENSGGOG00000011315,ENSMODG00000017802,ENSPPYG00000001535,ENSOANG00000002061,ENSMMUG00000009679
ENSG00000163874,ENSPPAG00000041054,ENSPTRG00000000544,ENSGALG00000002021,ENSMUSG00000042677,ENSGGOG00000009268,ENSMODG00000017794,ENSPPYG00000001534,ENSOANG00000002060,ENSMMUG00000010323
ENSG00000163875,ENSPPAG00000028352,ENSPTRG00000047980,ENSGALG00000002013,ENSMUSG00000028863,ENSGGOG00000017191,ENSMODG00000017787,ENSPPYG00000001533,ENSOANG00000002059,ENSMMUG00000010328
ENSG00000163879,ENSPPAG00000032274,ENSPTRG00000000548,ENSGALG00000001996,ENSMUSG00000042707,ENSGGOG00000007698,ENSMODG00000017777,ENSPPYG00000001530,ENSOANG00000002058,ENSMMUG00000008418
ENSG00000164008,ENSPPAG00000035504,ENSPTRG00000000618,ENSGALG00000004800,ENSMUSG00000078584,ENSGGOG00000027581,ENSMODG00000017159,ENSPPYG00000001463,ENSOANG00000007982,ENSMMUG00000016111
ENSG00000168389,ENSPPAG00000037970,ENSPTRG00000000581,ENSGALG00000003879,ENSMUSG00000028655,ENSGGOG00000015275,ENSMODG00000017646,ENSPPYG00000001497,ENSOANG00000002711,ENSMMUG00000011264
ENSG00000169218,ENSPPAG00000042330,ENSPTRG00000000550,ENSGALG00000001946,ENSMUSG00000028871,ENSGGOG00000007712,ENSMODG00000023326,ENSPPYG00000001528,ENSOANG00000002054,ENSMMUG00000008420
ENSG00000171793,ENSPPAG00000028405,ENSPTRG00000000599,ENSGALG00000042967,ENSMUSG00000028633,ENSGGOG00000017188,ENSMODG00000017346,ENSPPYG00000001480,ENSOANG00000004378,ENSMMUG00000017101
ENSG00000171960,ENSPPAG00000034314,ENSPTRG00000000614,ENSGALG00000004874,ENSMUSG00000033036,ENSGGOG00000022507,ENSMODG00000017226,ENSPPYG00000001467,ENSOANG00000015321,ENSMMUG00000013129
ENSG00000173846,ENSPPAG00000037109,ENSPTRG00000000662,ENSGALG00000010129,ENSMUSG00000028680,ENSGGOG00000015294,ENSMODG00000002562,ENSPPYG00000001424,ENSOANG00000001837,ENSMMUG00000006582
ENSG00000178028,ENSPPAG00000036847,ENSPTRG00000023040,ENSGALG00000010104,ENSMUSG00000009640,ENSGGOG00000003546,ENSMODG00000002705,ENSPPYG00000001432,ENSOANG00000004736,ENSMMUG00000011645
ENSG00000178922,ENSPPAG00000036269,ENSPTRG00000000640,ENSGALG00000033943,ENSMUSG00000006395,ENSGGOG00000012782,ENSMODG00000024749,ENSPPYG00000001444,ENSOANG00000006406,ENSMMUG00000023675
ENSG00000179178,ENSPPAG00000021739,ENSPTRG00000052836,ENSGALG00000041979,ENSMUSG00000050854,ENSGGOG00000008740,ENSMODG00000025284,ENSPPYG00000001452,ENSOANG00000008210,ENSMMUG00000012766
ENSG00000181817,ENSPPAG00000023465,ENSPTRG00000000539,ENSGALG00000002127,ENSMUSG00000050188,ENSGGOG00000003556,ENSMODG00000023328,ENSPPYG00000001539,ENSOANG00000002066,ENSMMUG00000017338
ENSG00000182866,ENSPPAG00000031166,ENSPTRG00000000479,ENSGALG00000000466,ENSMUSG00000000409,ENSGGOG00000002562,ENSMODG00000017464,ENSPPYG00000001596,ENSOANG00000001195,ENSMMUG00000040694
ENSG00000183520,ENSPPAG00000030136,ENSPTRG00000000561,ENSGALG00000001502,ENSMUSG00000028907,ENSGGOG00000022705,ENSMODG00000017717,ENSPPYG00000001517,ENSOANG00000002476,ENSMMUG00000020834
ENSG00000183615,ENSPPAG00000043863,ENSPTRG00000000478,ENSGALG00000003301,ENSMUSG00000050493,ENSGGOG00000024395,ENSMODG00000017470,ENSPPYG00000001597,ENSOANG00000001196,ENSMMUG00000043124
ENSG00000185090,ENSPPAG00000033012,ENSPTRG00000000556,ENSGALG00000001653,ENSMUSG00000042763,ENSGGOG00000007612,ENSMODG00000017756,ENSPPYG00000001524,ENSOANG00000002049,ENSMMUG00000022040
ENSG00000186409,ENSPPAG00000032892,ENSPTRG00000024067,ENSGALG00000004878,ENSMUSG00000028637,ENSGGOG00000004124,ENSMODG00000017230,ENSPPYG00000001468,ENSOANG00000009727,ENSMMUG00000013128
ENSG00000186973,ENSPPAG00000041132,ENSPTRG00000000624,ENSGALG00000009033,ENSMUSG00000049154,ENSGGOG00000010892,ENSMODG00000011415,ENSPPYG00000001457,ENSOANG00000001140,ENSMMUG00000040431
ENSG00000187147,ENSPPAG00000032975,ENSPTRG00000000656,ENSGALG00000010109,ENSMUSG00000028677,ENSGGOG00000000537,ENSMODG00000002685,ENSPPYG00000001430,ENSOANG00000003692,ENSMMUG00000023784
ENSG00000188786,ENSPPAG00000033358,ENSPTRG00000022932,ENSGALG00000001639,ENSMUSG00000028890,ENSGGOG00000007624,ENSMODG00000017745,ENSPPYG00000001521,ENSOANG00000002047,ENSMMUG00000023275
ENSG00000196182,ENSPPAG00000038002,ENSPTRG00000000538,ENSGALG00000032925,ENSMUSG00000042608,ENSGGOG00000011597,ENSMODG00000017824,ENSPPYG00000001540,ENSOANG00000002067,ENSMMUG00000016212
ENSG00000196449,ENSPPAG00000039722,ENSPTRG00000000557,ENSGALG00000029001,ENSMUSG00000028889,ENSGGOG00000007619,ENSMODG00000017750,ENSPPYG00000001523,ENSOANG00000002048,ENSMMUG00000005372
ENSG00000197273,ENSPPAG00000029342,ENSPTRG00000023425,ENSGALG00000027269,ENSMUSG00000023247,ENSGGOG00000011516,ENSMODG00000017322,ENSPPYG00000001473,ENSOANG00000009729,ENSMMUG00000014550
ENSG00000197429,ENSPPAG00000037424,ENSPTRG00000024149,ENSGALG00000010287,ENSMUSG00000028696,ENSGGOG00000013338,ENSMODG00000002208,ENSPPYG00000001404,ENSOANG00000011788,ENSMMUG00000001831
ENSG00000197587,ENSPPAG00000033983,ENSPTRG00000024252,ENSGALG00000010436,ENSMUSG00000028707,ENSGGOG00000012073,ENSMODG00000001963,ENSPPYG00000001394,ENSOANG00000009582,ENSMMUG00000014634
ENSG00000198520,ENSPPAG00000043665,ENSPTRG00000022898,ENSGALG00000020716,ENSMUSG00000060268,ENSGGOG00000001077,ENSMODG00000002628,ENSPPYG00000001428,ENSOANG00000003694,ENSMMUG00000013341
ENSG00000204084,ENSPPAG00000007165,ENSPTRG00000030681,ENSGALG00000001606,ENSMUSG00000028894,ENSGGOG00000001150,ENSMODG00000017736,ENSPPYG00000001520,ENSOANG00000002045,ENSMMUG00000023277
ENSG00000243749,ENSPPAG00000012633,ENSPTRG00000040553,ENSGALG00000002517,ENSMUSG00000070737,ENSGGOG00000026101,ENSMODG00000029342,ENSPPYG00000029630,ENSOANG00000021037,ENSMMUG00000042531
ENSG00000021852,ENSPPAG00000039369,ENSPTRG00000000792,ENSGALG00000010853,ENSMUSG00000029656,ENSGGOG00000008556,ENSMODG00000003403,ENSPPYG00000001300,ENSOANG00000020647,ENSMMUG00000022993
ENSG00000024526,ENSPPAG00000037667,ENSPTRG00000000847,ENSGALG00000011275,ENSMUSG00000028175,ENSGGOG00000016316,ENSMODG00000000686,ENSPPYG00000001248,ENSOANG00000006658,ENSMMUG00000017766
ENSG00000033122,ENSPPAG00000043123,ENSPTRG00000000848,ENSGALG00000011284,ENSMUSG00000028176,ENSGGOG00000015111,ENSMODG00000000649,ENSPPYG00000001247,ENSOANG00000015522,ENSMMUG00000021917
ENSG00000058804,ENSPPAG00000033261,ENSPTRG00000000757,ENSGALG00000031606,ENSMUSG00000028614,ENSGGOG00000014677,ENSMODG00000021356,ENSPPYG00000001331,ENSOANG00000002451,ENSMMUG00000003546
ENSG00000066557,ENSPPAG00000034906,ENSPTRG00000000850,ENSGALG00000011301,ENSMUSG00000063052,ENSGGOG00000000470,ENSMODG00000000604,ENSPPYG00000001246,ENSOANG00000015526,ENSMMUG00000021921
